field_148061_a,shaderType,0,
field_148067_f,loadedShaders,0,
field_148069_d,shaderExtension,0,
field_148070_e,shaderMode,0,
field_148072_c,shaderName,0,
field_148079_b,staticShaderLinkHelper,0,
field_148080_a,logger,0,
field_148098_f,uniformFloatBuffer,0,
field_148099_g,shaderName,0,
field_148100_d,uniformType,0,
field_148101_e,uniformIntBuffer,0,
field_148102_b,uniformLocation,0,
field_148103_c,uniformCount,0,
field_148104_a,logger,0,
field_148106_i,shaderManager,0,
field_148149_f,slotHeight,0,
field_148150_g,mouseX,0,
field_148151_d,right,0,
field_148152_e,left,0,
field_148153_b,top,0,
field_148154_c,bottom,0,
field_148155_a,width,0,
field_148156_n,scrollDownButtonID,0,
field_148157_o,initialClickY,0,
field_148158_l,height,0,
field_148159_m,scrollUpButtonID,0,
field_148160_j,headerPadding,0,
field_148161_k,mc,0,
field_148162_h,mouseY,0,
field_148164_v,enabled,0,
field_148165_u,hasListHeader,0,
field_148166_t,showSelectionBox,0,
field_148167_s,lastClicked,0,
field_148168_r,selectedElement,0,
field_148169_q,amountScrolled,0,
field_148170_p,scrollMultiplier,0,
field_148188_n,maxListLabelWidth,0,
field_148189_l,mc,0,
field_148190_m,listEntries,0,
field_148196_n,lanScanEntry,0,
field_148200_k,owner,0,
field_148205_k,mc,0,
field_148216_n,statSorter,0,
field_148219_m,statsHolder,0,
field_148251_b,textureManager,0,
field_148252_c,loadedMaps,0,
field_148253_a,mapIcons,0,
field_148257_b,playerID,0,
field_148258_c,token,0,
field_148261_a,logger,0,
field_148270_M,valueStep,0,
field_148271_N,valueMin,0,
field_148272_O,valueMax,0,
field_148280_d,btnChangeKeyBinding,0,
field_148281_e,btnReset,0,
field_148285_b,labelText,0,
field_148286_c,labelWidth,0,
field_148304_a,logger,0,
field_148322_c,logger,0,
field_148326_f,logger,2,
field_148330_a,itemList,0,
field_148336_b,rand,0,
field_148337_c,namePartsArray,0,
field_148338_a,instance,0,
field_148536_c,listMipmaps,0,
field_148546_d,logger,2,
field_148547_k,playerStatFiles,2,
field_148550_b,logger,0,
field_148575_b,replaceExisting,0,
field_148617_f,loaded,0,
field_148618_g,playTime,0,
field_148619_d,options,0,
field_148620_e,sndSystem,0,
field_148621_b,logger,0,
field_148622_c,sndHandler,0,
field_148623_a,LOG_MARKER,0,
field_148624_n,playingSoundsStopTime,0,
field_148625_l,tickableSounds,0,
field_148626_m,delayedSounds,0,
field_148627_j,playingSoundPoolEntries,0,
field_148628_k,categorySounds,0,
field_148629_h,playingSounds,0,
field_148630_i,invPlayingSounds,0,
field_148643_j,maxDelay,0,
field_148646_i,minDelay,0,
field_148657_b,logger,0,
field_148731_f,eventVolume,0,
field_148733_e,eventPitch,0,
field_148734_b,rnd,0,
field_148736_a,soundPool,0,
field_148743_a,logger,2,
field_148759_a,underlyingIntegerMap,2,
field_148823_f,framebufferSupported,0,
field_148824_g,shadersSupported,0,
field_148825_d,anisotropicFilteringSupported,0,
field_148826_e,anisotropicFilteringMax,0,
field_148827_a,openGL21,0,
field_148828_i,openGL14,0,
field_148841_a,logger,2,
field_148859_d,metadata,2,
field_148860_e,nbt,2,
field_148861_b,y,2,
field_148862_c,z,2,
field_148863_a,x,2,
field_148904_f,entityId,2,
field_148905_d,slotCount,2,
field_148906_e,useProvidedTitle,2,
field_148907_b,inventoryType,2,
field_148908_c,windowTitle,2,
field_148909_a,windowId,2,
field_148918_b,isChat,2,
field_148919_a,chatComponent,2,
field_148927_a,logger,2,
field_148980_b,type,2,
field_148981_a,entityId,2,
field_149094_d,z,2,
field_149095_b,x,2,
field_149096_c,y,2,
field_149097_a,playerID,2,
field_149114_f,walkSpeed,2,
field_149115_d,creativeMode,2,
field_149116_e,flySpeed,2,
field_149117_b,flying,2,
field_149118_c,allowFlying,2,
field_149119_a,invulnerable,2,
field_149140_b,state,2,
field_149142_a,MESSAGE_NAMES,2,
field_149167_a,reason,2,
field_149171_b,data,2,
field_149172_a,channel,2,
field_149191_a,mapId,2,
field_149246_f,serverWide,2,
field_149247_d,yPos,2,
field_149248_e,zPos,2,
field_149249_b,soundData,2,
field_149250_c,xPos,2,
field_149251_a,soundType,2,
field_149290_a,clientTime,2,
field_149293_a,clientTime,2,
field_149296_b,response,2,
field_149297_a,GSON,2,
field_149305_a,profile,2,
field_149334_b,foodLevel,2,
field_149335_c,saturationLevel,2,
field_149336_a,health,2,
field_149420_a,message,2,
field_149423_b,type,2,
field_149424_a,id,2,
field_149437_a,status,2,
field_149440_a,message,2,
field_149461_a,key,2,
field_149473_f,pitch,2,
field_149475_d,stance,2,
field_149476_e,yaw,2,
field_149477_b,y,2,
field_149478_c,z,2,
field_149479_a,x,2,
field_149481_i,rotating,2,
field_149495_f,walkSpeed,2,
field_149496_d,creativeMode,2,
field_149497_e,flySpeed,2,
field_149498_b,flying,2,
field_149499_c,allowFlying,2,
field_149500_a,invulnerable,2,
field_149507_d,diggingBlockFace,2,
field_149508_e,status,2,
field_149509_b,diggedBlockY,2,
field_149510_c,diggedBlockZ,2,
field_149511_a,diggedBlockX,2,
field_149525_f,showCape,2,
field_149526_d,enableColors,2,
field_149527_e,difficulty,2,
field_149528_b,view,2,
field_149529_c,chatVisibility,2,
field_149530_a,lang,2,
field_149534_b,uid,2,
field_149535_c,accepted,2,
field_149536_a,id,2,
field_149540_b,button,2,
field_149541_a,id,2,
field_149549_f,mode,2,
field_149550_d,actionNumber,2,
field_149551_e,clickedItem,2,
field_149552_b,slotId,2,
field_149553_c,usedButton,2,
field_149554_a,windowId,2,
field_149556_a,windowId,2,
field_149560_b,length,2,
field_149561_c,data,2,
field_149562_a,channel,2,
field_149566_b,action,2,
field_149567_a,entityId,2,
field_149577_f,facingX,2,
field_149578_g,facingY,2,
field_149579_d,placedBlockDirection,2,
field_149580_e,stack,2,
field_149581_b,placedBlockY,2,
field_149582_c,placedBlockZ,2,
field_149583_a,placedBlockX,2,
field_149584_h,facingZ,2,
field_149590_d,lines,2,
field_149591_b,y,2,
field_149592_c,z,2,
field_149593_a,x,2,
field_149597_d,requestedState,2,
field_149598_b,ip,2,
field_149599_c,port,2,
field_149600_a,protocolVersion,2,
field_149602_a,profile,2,
field_149605_a,reason,2,
field_149610_b,publicKey,2,
field_149612_a,hashedServerId,2,
field_149615_a,slotId,2,
field_149621_d,sneaking,2,
field_149622_b,forwardSpeed,2,
field_149623_c,jumping,2,
field_149624_a,strafeSpeed,2,
field_149628_b,stack,2,
field_149629_a,slotId,2,
field_149754_D,minZ,2,
field_149755_E,maxX,2,
field_149756_F,maxY,2,
field_149757_G,maxZ,2,
field_149758_A,isBlockContainer,2,
field_149759_B,minX,2,
field_149760_C,minY,2,
field_149761_L,blockIcon,0,
field_149762_H,stepSound,2,
field_149763_I,blockParticleGravity,2,
field_149764_J,blockMaterial,2,
field_149765_K,slipperiness,2,
field_149766_f,soundTypeWood,2,
field_149767_g,soundTypeGravel,2,
field_149768_d,textureName,2,
field_149769_e,soundTypeStone,2,
field_149770_b,unlocalizedName,2,
field_149771_c,blockRegistry,2,
field_149772_a,displayOnCreativeTab,2,
field_149773_n,soundTypeSnow,2,
field_149774_o,soundTypeLadder,2,
field_149775_l,soundTypeCloth,2,
field_149776_m,soundTypeSand,2,
field_149777_j,soundTypeMetal,2,
field_149778_k,soundTypeGlass,2,
field_149779_h,soundTypeGrass,2,
field_149780_i,soundTypePiston,2,
field_149781_w,blockResistance,2,
field_149782_v,blockHardness,2,
field_149783_u,useNeighborBrightness,2,
field_149784_t,lightValue,2,
field_149785_s,translucent,2,
field_149786_r,lightOpacity,2,
field_149787_q,fullBlock,2,
field_149788_p,soundTypeAnvil,2,
field_149789_z,needsRandomTick,2,
field_149790_y,enableStats,2,
field_149791_x,blockConstructorCalled,2,
field_149823_b,iconWet,0,
field_149824_a,iconDry,0,
field_149832_M,fallInstantly,2,
field_149833_b,anvilRenderSide,0,
field_149834_a,anvilDamageNames,2,
field_149835_N,anvilIconNames,2,
field_149836_O,anvilIcons,0,
field_149837_b,sandIcon,0,
field_149839_N,redSandIcon,0,
field_149867_a,icons,0,
field_149891_b,sunflowerIcons,0,
field_149893_M,doublePlantBottomIcons,0,
field_149894_N,doublePlantTopIcons,0,
field_149914_a,isRepeaterPowered,2,
field_149921_b,hopperOutsideIcon,0,
field_149923_M,hopperTopIcon,0,
field_149924_N,hopperInsideIcon,0,
field_149932_b,isBurning,2,
field_149935_N,iconTop,0,
field_149936_O,iconFront,0,
field_149943_a,dispenseBehaviorRegistry,2,
field_149955_b,rand,2,
field_149956_a,chestType,2,
field_149960_b,iconBrewingStandBase,0,
field_149961_a,rand,2,
field_149973_b,repeaterTorchOffset,2,
field_149974_M,repeaterState,2,
field_149980_b,iconEnd,0,
field_149981_a,bedDirections,2,
field_149982_M,iconSide,0,
field_149983_N,iconTop,0,
field_149992_a,logger,2,
field_149995_b,name,2,
field_149996_a,ignoreSimilarity,2,
field_150004_a,isFullBlock,2,
field_150022_b,iconEndPortalFrameEye,0,
field_150023_a,iconEndPortalFrameTop,0,
field_150028_b,iconTop,0,
field_150029_a,iconInner,0,
field_150030_M,iconBottom,0,
field_150037_b,iconBottom,0,
field_150038_a,iconTop,0,
field_150039_M,iconInner,0,
field_150040_b,iconBottom,0,
field_150041_a,iconTop,0,
field_150047_a,wooden,2,
field_150053_a,isPowered,2,
field_150067_a,name,2,
field_150081_b,innerTopIcon,0,
field_150082_a,isSticky,2,
field_150083_M,bottomIcon,0,
field_150084_N,topIcon,0,
field_150180_P,redstoneLineOverlayIcon,0,
field_150181_a,canProvidePower,2,
field_150182_M,redstoneCrossIcon,0,
field_150183_N,redstoneLineIcon,0,
field_150184_O,redstoneCrossOverlayIcon,0,
field_150201_a,melonTopIcon,0,
field_150243_f,strikethrough,2,
field_150244_g,obfuscated,2,
field_150245_d,italic,2,
field_150246_e,underlined,2,
field_150247_b,color,2,
field_150248_c,bold,2,
field_150249_a,parentStyle,2,
field_150250_j,rootStyle,2,
field_150251_h,chatClickEvent,2,
field_150252_i,chatHoverEvent,2,
field_150263_b,style,2,
field_150264_a,siblings,2,
field_150267_b,text,2,
field_150274_f,syncLock,2,
field_150275_g,lastTranslationUpdateTimeInMilliseconds,2,
field_150276_d,key,2,
field_150277_e,formatArgs,2,
field_150278_b,children,2,
field_150279_c,stringVariablePattern,2,
field_150301_b,logger,2,
field_150317_a,logger,2,
field_150318_D,golden_rail,2,
field_150319_E,detector_rail,2,
field_150320_F,sticky_piston,2,
field_150321_G,web,2,
field_150322_A,sandstone,2,
field_150323_B,noteblock,2,
field_150324_C,bed,2,
field_150325_L,wool,2,
field_150326_M,piston_extension,2,
field_150327_N,yellow_flower,2,
field_150328_O,red_flower,2,
field_150329_H,tallgrass,2,
field_150330_I,deadbush,2,
field_150331_J,piston,2,
field_150332_K,piston_head,2,
field_150333_U,stone_slab,2,
field_150334_T,double_stone_slab,2,
field_150335_W,tnt,2,
field_150336_V,brick_block,2,
field_150337_Q,red_mushroom,2,
field_150338_P,brown_mushroom,2,
field_150339_S,iron_block,2,
field_150340_R,gold_block,2,
field_150341_Y,mossy_cobblestone,2,
field_150342_X,bookshelf,2,
field_150343_Z,obsidian,2,
field_150344_f,planks,2,
field_150345_g,sapling,2,
field_150346_d,dirt,2,
field_150347_e,cobblestone,2,
field_150348_b,stone,2,
field_150349_c,grass,2,
field_150350_a,air,2,
field_150351_n,gravel,2,
field_150352_o,gold_ore,2,
field_150353_l,lava,2,
field_150354_m,sand,2,
field_150355_j,water,2,
field_150356_k,flowing_lava,2,
field_150357_h,bedrock,2,
field_150358_i,flowing_water,2,
field_150359_w,glass,2,
field_150360_v,sponge,2,
field_150361_u,leaves2,2,
field_150362_t,leaves,2,
field_150363_s,log2,2,
field_150364_r,log,2,
field_150365_q,coal_ore,2,
field_150366_p,iron_ore,2,
field_150367_z,dispenser,2,
field_150368_y,lapis_block,2,
field_150369_x,lapis_ore,2,
field_150370_cb,quartz_stairs,2,
field_150371_ca,quartz_block,2,
field_150372_bz,sandstone_stairs,2,
field_150373_bw,double_wooden_slab,2,
field_150374_bv,lit_redstone_lamp,2,
field_150375_by,cocoa,2,
field_150376_bx,wooden_slab,2,
field_150377_bs,end_stone,2,
field_150378_br,end_portal_frame,2,
field_150379_bu,redstone_lamp,2,
field_150380_bt,dragon_egg,2,
field_150381_bn,enchanting_table,2,
field_150382_bo,brewing_stand,2,
field_150383_bp,cauldron,2,
field_150384_bq,end_portal,2,
field_150385_bj,nether_brick,2,
field_150386_bk,nether_brick_fence,2,
field_150387_bl,nether_brick_stairs,2,
field_150388_bm,nether_wart,2,
field_150389_bf,brick_stairs,2,
field_150390_bg,stone_brick_stairs,2,
field_150391_bh,mycelium,2,
field_150392_bi,waterlily,2,
field_150393_bb,pumpkin_stem,2,
field_150394_bc,melon_stem,2,
field_150395_bd,vine,2,
field_150396_be,fence_gate,2,
field_150397_co,stained_glass_pane,2,
field_150398_cm,double_plant,2,
field_150399_cn,stained_glass,2,
field_150400_ck,acacia_stairs,2,
field_150401_cl,dark_oak_stairs,2,
field_150402_ci,coal_block,2,
field_150403_cj,packed_ice,2,
field_150404_cg,carpet,2,
field_150405_ch,hardened_clay,2,
field_150406_ce,stained_hardened_clay,2,
field_150407_cf,hay_block,2,
field_150408_cc,activator_rail,2,
field_150409_cd,dropper,2,
field_150410_aZ,glass_pane,2,
field_150411_aY,iron_bars,2,
field_150412_bA,emerald_ore,2,
field_150413_aR,unpowered_repeater,2,
field_150414_aQ,cake,2,
field_150415_aT,trapdoor,2,
field_150416_aS,powered_repeater,2,
field_150417_aV,stonebrick,2,
field_150418_aU,monster_egg,2,
field_150419_aX,red_mushroom_block,2,
field_150420_aW,brown_mushroom_block,2,
field_150421_aI,jukebox,2,
field_150422_aJ,fence,2,
field_150423_aK,pumpkin,2,
field_150424_aL,netherrack,2,
field_150425_aM,soul_sand,2,
field_150426_aN,glowstone,2,
field_150427_aO,portal,2,
field_150428_aP,lit_pumpkin,2,
field_150429_aA,redstone_torch,2,
field_150430_aB,stone_button,2,
field_150431_aC,snow_layer,2,
field_150432_aD,ice,2,
field_150433_aE,snow,2,
field_150434_aF,cactus,2,
field_150435_aG,clay,2,
field_150436_aH,reeds,2,
field_150437_az,unlit_redstone_torch,2,
field_150438_bZ,hopper,2,
field_150439_ay,lit_redstone_ore,2,
field_150440_ba,melon_block,2,
field_150441_bU,unpowered_comparator,2,
field_150442_at,lever,2,
field_150443_bT,heavy_weighted_pressure_plate,2,
field_150444_as,wall_sign,2,
field_150445_bS,light_weighted_pressure_plate,2,
field_150446_ar,stone_stairs,2,
field_150447_bR,trapped_chest,2,
field_150448_aq,rail,2,
field_150449_bY,quartz_ore,2,
field_150450_ax,redstone_ore,2,
field_150451_bX,redstone_block,2,
field_150452_aw,wooden_pressure_plate,2,
field_150453_bW,daylight_detector,2,
field_150454_av,iron_door,2,
field_150455_bV,powered_comparator,2,
field_150456_au,stone_pressure_plate,2,
field_150457_bL,flower_pot,2,
field_150458_ak,farmland,2,
field_150459_bM,carrots,2,
field_150460_al,furnace,2,
field_150461_bJ,beacon,2,
field_150462_ai,crafting_table,2,
field_150463_bK,cobblestone_wall,2,
field_150464_aj,wheat,2,
field_150465_bP,skull,2,
field_150466_ao,wooden_door,2,
field_150467_bQ,anvil,2,
field_150468_ap,ladder,2,
field_150469_bN,potatoes,2,
field_150470_am,lit_furnace,2,
field_150471_bO,wooden_button,2,
field_150472_an,standing_sign,2,
field_150473_bD,tripwire,2,
field_150474_ac,mob_spawner,2,
field_150475_bE,emerald_block,2,
field_150476_ad,oak_stairs,2,
field_150477_bB,ender_chest,2,
field_150478_aa,torch,2,
field_150479_bC,tripwire_hook,2,
field_150480_ab,fire,2,
field_150481_bH,jungle_stairs,2,
field_150482_ag,diamond_ore,2,
field_150483_bI,command_block,2,
field_150484_ah,diamond_block,2,
field_150485_bF,spruce_stairs,2,
field_150486_ae,chest,2,
field_150487_bG,birch_stairs,2,
field_150488_af,redstone_wire,2,
field_150499_b,volume,2,
field_150500_c,frequency,2,
field_150501_a,soundName,2,
field_150507_a,cipher,2,
field_150509_a,decryptionCodec,2,
field_150511_e,lastUpdateTimeInMilliseconds,2,
field_150514_p,yellowFlowerGen,2,
field_150574_L,jungleEdge,2,
field_150575_M,deepOcean,2,
field_150576_N,stoneBeach,2,
field_150577_O,coldBeach,2,
field_150578_U,megaTaiga,2,
field_150579_T,coldTaigaHills,2,
field_150580_W,extremeHillsPlus,2,
field_150581_V,megaTaigaHills,2,
field_150582_Q,birchForestHills,2,
field_150583_P,birchForest,2,
field_150584_S,coldTaiga,2,
field_150585_R,roofedForest,2,
field_150586_aC,logger,2,
field_150587_Y,savannaPlateau,2,
field_150588_X,savanna,2,
field_150589_Z,mesa,2,
field_150590_f,height_MidPlains,2,
field_150591_g,height_LowHills,2,
field_150592_d,height_DeepOceans,2,
field_150593_e,height_LowPlains,2,
field_150594_b,height_ShallowWaters,2,
field_150595_c,height_Oceans,2,
field_150596_a,height_Default,2,
field_150597_n,explorationBiomesList,2,
field_150598_l,height_LowIslands,2,
field_150599_m,height_PartiallySubmerged,2,
field_150600_j,height_Shores,2,
field_150601_k,height_RockyWaters,2,
field_150602_h,height_HighPlateaus,2,
field_150603_i,height_MidHills,2,
field_150604_aj,topBlockMetadata,2,
field_150605_ac,temperatureNoise,2,
field_150606_ad,plantNoise,2,
field_150607_aa,mesaPlateau_F,2,
field_150608_ab,mesaPlateau,2,
field_150610_ae,genTallFlowers,2,
field_150611_aD,baseBiome,2,
field_150670_b,value,2,
field_150671_a,action,2,
field_150676_f,allowedInChat,2,
field_150677_g,canonicalName,2,
field_150679_e,nameMapping,2,
field_150688_f,canonicalName,2,
field_150690_d,nameMapping,2,
field_150691_e,allowedInChat,2,
field_150700_a,GSON,2,
field_150703_b,value,2,
field_150704_a,action,2,
field_150710_d,enchantable,2,
field_150711_b,returnStack,2,
field_150712_c,maxDamagePercent,2,
field_150734_f,eventLoops,2,
field_150735_g,logger,2,
field_150736_d,attrKeyReceivable,2,
field_150737_e,attrKeySendable,2,
field_150738_b,logMarkerPackets,2,
field_150739_c,attrKeyConnectionState,2,
field_150740_a,logMarkerNetwork,2,
field_150741_n,connectionState,2,
field_150742_o,terminationReason,2,
field_150743_l,socketAddress,2,
field_150744_m,packetListener,2,
field_150745_j,outboundPacketsQueue,2,
field_150746_k,channel,2,
field_150747_h,isClientSide,2,
field_150748_i,receivedPacketsQueue,2,
field_150750_a,encryptionCodec,2,
field_150761_f,STATES_BY_CLASS,2,
field_150762_g,id,2,
field_150764_e,STATES_BY_ID,2,
field_150773_b,futureListeners,2,
field_150774_a,packet,2,
field_150776_b,variation,2,
field_150777_a,rootHeight,2,
field_150794_a,buf,2,
field_150798_a,logger,2,
field_150800_a,logger,2,
field_150814_l,isLightPopulated,2,
field_150816_i,chunkTileEntityMap,2,
field_150817_t,logger,2,
field_150828_b,fallbackTranslator,2,
field_150889_b,logger,2,
field_150901_e,itemRegistry,2,
field_150907_b,cooked,2,
field_150914_c,effectiveBlocksTool,2,
field_150915_c,effectiveBlocks,2,
field_150920_d,dyeIconArray,0,
field_150921_b,dyeIcons,2,
field_150922_c,dyeColors,2,
field_150923_a,dyeColorNames,2,
field_150929_a,recordName,2,
field_150933_b,repairMaterial,2,
field_150939_a,blockInstance,2,
field_150961_L,exploreAllBiomes,2,
field_150962_H,breedCow,2,
field_150963_I,spawnWither,2,
field_150964_J,killWither,2,
field_150965_K,fullBeacon,2,
field_150980_f,itemDamage,2,
field_150981_g,unlocalizedNamePart,2,
field_150983_e,itemDamageToFishTypeMap,2,
field_150987_n,cookable,2,
field_150989_l,cookedHealAmount,2,
field_150990_m,cookedSaturationModifier,2,
field_150991_j,uncookedHealAmount,2,
field_150992_k,uncookedSaturationModifier,2,
field_150993_h,uncookedIcon,0,
field_150994_i,cookedIcon,0,
field_151002_e,theItem,2,
field_151004_a,underlyingSet,2,
field_151005_D,golden_pickaxe,2,
field_151006_E,golden_axe,2,
field_151007_F,string,2,
field_151008_G,feather,2,
field_151009_A,mushroom_stew,2,
field_151010_B,golden_sword,2,
field_151011_C,golden_shovel,2,
field_151012_L,diamond_hoe,2,
field_151013_M,golden_hoe,2,
